0-1 , PLN/MWh , 111.57 , MWh , 3 465.80 , 
0-1 , PLN/MWh , 130.64 , MWh , 2 831.70 , 
1-2 , PLN/MWh , 131.56 , MWh , 2 406.90 , 
2-3 , PLN/MWh , 132.26 , MWh , 2 124.50 , 
3-4 , PLN/MWh , 132.25 , MWh , 2 157.80 , 
4-5 , PLN/MWh , 131.79 , MWh , 2 226.40 , 
5-6 , PLN/MWh , 131.64 , MWh , 2 321.10 , 
6-7 , PLN/MWh , 143.78 , MWh , 2 392.40 , 
7-8 , PLN/MWh , 170.51 , MWh , 2 056.50 , 
8-9 , PLN/MWh , 183.01 , MWh , 2 674.20 , 
9-10 , PLN/MWh , 196.30 , MWh , 2 994.60 , 
10-11 , PLN/MWh , 211.23 , MWh , 2 560.60 , 
11-12 , PLN/MWh , 237.13 , MWh , 2 798.70 , 
12-13 , PLN/MWh , 247.74 , MWh , 2 777.80 , 
13-14 , PLN/MWh , 227.94 , MWh , 2 874.50 , 
14-15 , PLN/MWh , 207.34 , MWh , 3 059.10 , 
15-16 , PLN/MWh , 195.72 , MWh , 2 789.70 , 
16-17 , PLN/MWh , 182.24 , MWh , 2 647.00 , 
17-18 , PLN/MWh , 178.96 , MWh , 2 818.30 , 
18-19 , PLN/MWh , 175.20 , MWh , 2 671.40 , 
19-20 , PLN/MWh , 175.48 , MWh , 2 639.60 , 
20-21 , PLN/MWh , 175.53 , MWh , 2 641.00 , 
21-22 , PLN/MWh , 170.41 , MWh , 2 974.80 , 
22-23 , PLN/MWh , 147.98 , MWh , 3 272.50 , 
23-24 , PLN/MWh , 134.33 , MWh , 3 081.10 , 
0-1 , PLN/MWh , 129.46 , MWh , 2 004.60 , 
1-2 , PLN/MWh , 128.42 , MWh , 2 078.60 , 
2-3 , PLN/MWh , 127.28 , MWh , 2 051.40 , 
3-4 , PLN/MWh , 126.85 , MWh , 2 112.40 , 
4-5 , PLN/MWh , 127.26 , MWh , 2 059.70 , 
5-6 , PLN/MWh , 125.74 , MWh , 1 923.60 , 
6-7 , PLN/MWh , 128.87 , MWh , 2 178.30 , 
7-8 , PLN/MWh , 133.55 , MWh , 2 157.20 , 
8-9 , PLN/MWh , 141.50 , MWh , 2 764.20 , 
9-10 , PLN/MWh , 155.80 , MWh , 3 152.50 , 
10-11 , PLN/MWh , 162.99 , MWh , 3 346.10 , 
11-12 , PLN/MWh , 164.88 , MWh , 3 511.80 , 
12-13 , PLN/MWh , 162.95 , MWh , 3 402.50 , 
13-14 , PLN/MWh , 155.83 , MWh , 3 364.30 , 
14-15 , PLN/MWh , 150.12 , MWh , 3 102.30 , 
15-16 , PLN/MWh , 142.35 , MWh , 3 068.00 , 
16-17 , PLN/MWh , 139.43 , MWh , 2 849.60 , 
17-18 , PLN/MWh , 136.91 , MWh , 2 658.20 , 
18-19 , PLN/MWh , 134.36 , MWh , 2 689.40 , 
19-20 , PLN/MWh , 138.18 , MWh , 2 798.70 , 
20-21 , PLN/MWh , 149.53 , MWh , 2 959.90 , 
21-22 , PLN/MWh , 142.54 , MWh , 2 998.80 , 
22-23 , PLN/MWh , 132.57 , MWh , 2 513.40 , 
23-24 , PLN/MWh , 129.07 , MWh , 3 143.60 , 
0-1 , PLN/MWh , 128.44 , MWh , 3 351.90 , 
1-2 , PLN/MWh , 128.04 , MWh , 2 970.60 , 
2-3 , PLN/MWh , 127.77 , MWh , 2 685.40 , 
3-4 , PLN/MWh , 127.10 , MWh , 2 593.40 , 
4-5 , PLN/MWh , 124.95 , MWh , 2 561.50 , 
5-6 , PLN/MWh , 125.88 , MWh , 2 459.80 , 
6-7 , PLN/MWh , 128.75 , MWh , 2 358.40 , 
7-8 , PLN/MWh , 128.12 , MWh , 2 984.60 , 
8-9 , PLN/MWh , 134.43 , MWh , 2 791.50 , 
9-10 , PLN/MWh , 135.45 , MWh , 2 658.30 , 
10-11 , PLN/MWh , 138.62 , MWh , 2 817.40 , 
11-12 , PLN/MWh , 137.17 , MWh , 2 816.80 , 
12-13 , PLN/MWh , 138.25 , MWh , 2 845.40 , 
13-14 , PLN/MWh , 138.57 , MWh , 2 845.30 , 
14-15 , PLN/MWh , 134.43 , MWh , 2 670.30 , 
15-16 , PLN/MWh , 133.98 , MWh , 2 613.60 , 
16-17 , PLN/MWh , 132.42 , MWh , 2 595.10 , 
17-18 , PLN/MWh , 132.43 , MWh , 2 639.10 , 
18-19 , PLN/MWh , 134.10 , MWh , 2 486.00 , 
19-20 , PLN/MWh , 134.21 , MWh , 2 529.40 , 
20-21 , PLN/MWh , 138.87 , MWh , 2 902.50 , 
21-22 , PLN/MWh , 136.93 , MWh , 2 985.60 , 
22-23 , PLN/MWh , 132.65 , MWh , 3 033.70 , 
23-24 , PLN/MWh , 126.95 , MWh , 3 125.90 , 
0-1 , PLN/MWh , 128.20 , MWh , 2 112.70 , 
1-2 , PLN/MWh , 124.89 , MWh , 1 837.00 , 
2-3 , PLN/MWh , 122.35 , MWh , 1 874.80 , 
3-4 , PLN/MWh , 121.92 , MWh , 2 222.30 , 
4-5 , PLN/MWh , 121.88 , MWh , 1 745.80 , 
5-6 , PLN/MWh , 123.97 , MWh , 1 667.70 , 
6-7 , PLN/MWh , 135.26 , MWh , 1 788.10 , 
7-8 , PLN/MWh , 160.27 , MWh , 1 966.60 , 
8-9 , PLN/MWh , 171.19 , MWh , 1 970.90 , 
9-10 , PLN/MWh , 173.08 , MWh , 2 137.20 , 
10-11 , PLN/MWh , 173.73 , MWh , 2 152.40 , 
11-12 , PLN/MWh , 174.79 , MWh , 2 247.70 , 
12-13 , PLN/MWh , 174.77 , MWh , 2 288.00 , 
13-14 , PLN/MWh , 172.99 , MWh , 2 220.20 , 
14-15 , PLN/MWh , 169.45 , MWh , 2 458.10 , 
15-16 , PLN/MWh , 168.02 , MWh , 2 245.40 , 
16-17 , PLN/MWh , 164.35 , MWh , 2 582.30 , 
17-18 , PLN/MWh , 162.67 , MWh , 2 307.40 , 
18-19 , PLN/MWh , 166.62 , MWh , 2 315.80 , 
19-20 , PLN/MWh , 169.32 , MWh , 2 253.20 , 
20-21 , PLN/MWh , 174.47 , MWh , 2 304.50 , 
21-22 , PLN/MWh , 168.48 , MWh , 2 452.60 , 
22-23 , PLN/MWh , 150.83 , MWh , 2 831.70 , 
23-24 , PLN/MWh , 135.66 , MWh , 2 311.40 , 
0-1 , PLN/MWh , 136.47 , MWh , 1 944.00 , 
1-2 , PLN/MWh , 134.45 , MWh , 1 819.30 , 
2-3 , PLN/MWh , 132.66 , MWh , 1 945.30 , 
3-4 , PLN/MWh , 132.72 , MWh , 1 896.00 , 
4-5 , PLN/MWh , 132.84 , MWh , 1 908.00 , 
5-6 , PLN/MWh , 134.46 , MWh , 1 857.20 , 
6-7 , PLN/MWh , 145.88 , MWh , 2 624.40 , 
7-8 , PLN/MWh , 167.14 , MWh , 1 975.70 , 
8-9 , PLN/MWh , 186.03 , MWh , 1 841.50 , 
9-10 , PLN/MWh , 184.64 , MWh , 2 081.10 , 
10-11 , PLN/MWh , 185.31 , MWh , 2 015.50 , 
11-12 , PLN/MWh , 192.65 , MWh , 1 984.80 , 
12-13 , PLN/MWh , 190.80 , MWh , 1 863.60 , 
13-14 , PLN/MWh , 192.26 , MWh , 1 890.80 , 
14-15 , PLN/MWh , 182.14 , MWh , 2 039.00 , 
15-16 , PLN/MWh , 180.09 , MWh , 2 022.90 , 
16-17 , PLN/MWh , 166.57 , MWh , 1 976.90 , 
17-18 , PLN/MWh , 173.71 , MWh , 2 092.60 , 
18-19 , PLN/MWh , 179.18 , MWh , 1 983.10 , 
19-20 , PLN/MWh , 180.92 , MWh , 1 832.00 , 
20-21 , PLN/MWh , 189.72 , MWh , 2 029.00 , 
21-22 , PLN/MWh , 180.30 , MWh , 2 090.00 , 
22-23 , PLN/MWh , 159.45 , MWh , 2 649.40 , 
23-24 , PLN/MWh , 142.18 , MWh , 2 218.70 , 
0-1 , PLN/MWh , 140.08 , MWh , 2 043.60 , 
1-2 , PLN/MWh , 138.27 , MWh , 1 942.50 , 
2-3 , PLN/MWh , 135.38 , MWh , 1 707.90 , 
3-4 , PLN/MWh , 135.34 , MWh , 1 722.10 , 
4-5 , PLN/MWh , 135.22 , MWh , 1 900.80 , 
5-6 , PLN/MWh , 139.53 , MWh , 1 897.30 , 
6-7 , PLN/MWh , 153.76 , MWh , 2 664.90 , 
7-8 , PLN/MWh , 181.98 , MWh , 1 813.70 , 
8-9 , PLN/MWh , 194.16 , MWh , 1 788.00 , 
9-10 , PLN/MWh , 198.99 , MWh , 1 581.20 , 
10-11 , PLN/MWh , 213.18 , MWh , 1 536.80 , 
11-12 , PLN/MWh , 221.09 , MWh , 1 594.60 , 
12-13 , PLN/MWh , 231.46 , MWh , 1 637.10 , 
13-14 , PLN/MWh , 213.49 , MWh , 1 596.30 , 
14-15 , PLN/MWh , 183.18 , MWh , 1 458.40 , 
15-16 , PLN/MWh , 185.01 , MWh , 1 675.20 , 
16-17 , PLN/MWh , 182.45 , MWh , 1 773.00 , 
17-18 , PLN/MWh , 183.28 , MWh , 1 846.20 , 
18-19 , PLN/MWh , 185.44 , MWh , 2 106.30 , 
19-20 , PLN/MWh , 185.42 , MWh , 1 600.60 , 
20-21 , PLN/MWh , 191.74 , MWh , 1 941.10 , 
21-22 , PLN/MWh , 181.45 , MWh , 2 129.10 , 
22-23 , PLN/MWh , 159.13 , MWh , 3 010.20 , 
23-24 , PLN/MWh , 141.33 , MWh , 2 694.90 , 
0-1 , PLN/MWh , 142.12 , MWh , 1 962.10 , 
1-2 , PLN/MWh , 142.18 , MWh , 1 841.80 , 
2-3 , PLN/MWh , 142.40 , MWh , 1 684.70 , 
3-4 , PLN/MWh , 142.29 , MWh , 1 709.10 , 
4-5 , PLN/MWh , 142.23 , MWh , 1 794.60 , 
5-6 , PLN/MWh , 141.57 , MWh , 2 023.80 , 
6-7 , PLN/MWh , 155.82 , MWh , 2 562.90 , 
7-8 , PLN/MWh , 184.77 , MWh , 1 937.00 , 
8-9 , PLN/MWh , 193.97 , MWh , 2 032.50 , 
9-10 , PLN/MWh , 208.00 , MWh , 2 232.20 , 
10-11 , PLN/MWh , 208.77 , MWh , 2 263.00 , 
11-12 , PLN/MWh , 218.05 , MWh , 2 297.20 , 
12-13 , PLN/MWh , 223.17 , MWh , 2 371.90 , 
13-14 , PLN/MWh , 223.54 , MWh , 2 416.40 , 
14-15 , PLN/MWh , 191.88 , MWh , 2 204.20 , 
15-16 , PLN/MWh , 194.15 , MWh , 2 252.20 , 
16-17 , PLN/MWh , 184.73 , MWh , 2 393.20 , 
17-18 , PLN/MWh , 186.09 , MWh , 2 184.30 , 
18-19 , PLN/MWh , 189.64 , MWh , 2 298.00 , 
19-20 , PLN/MWh , 191.10 , MWh , 2 108.00 , 
20-21 , PLN/MWh , 193.95 , MWh , 2 861.20 , 
21-22 , PLN/MWh , 185.93 , MWh , 2 502.20 , 
22-23 , PLN/MWh , 157.98 , MWh , 3 092.90 , 
23-24 , PLN/MWh , 143.73 , MWh , 2 949.20 , 
0-1 , PLN/MWh , 141.17 , MWh , 2 298.80 , 
1-2 , PLN/MWh , 140.74 , MWh , 1 238.20 , 
2-3 , PLN/MWh , 133.43 , MWh , 1 695.40 , 
3-4 , PLN/MWh , 132.88 , MWh , 1 829.80 , 
4-5 , PLN/MWh , 133.28 , MWh , 1 871.60 , 
5-6 , PLN/MWh , 139.01 , MWh , 2 227.40 , 
6-7 , PLN/MWh , 146.57 , MWh , 2 552.70 , 
7-8 , PLN/MWh , 168.86 , MWh , 2 449.60 , 
8-9 , PLN/MWh , 181.55 , MWh , 2 044.00 , 
9-10 , PLN/MWh , 187.19 , MWh , 2 384.20 , 
10-11 , PLN/MWh , 179.64 , MWh , 2 120.60 , 
11-12 , PLN/MWh , 181.93 , MWh , 2 272.20 , 
12-13 , PLN/MWh , 181.50 , MWh , 2 153.50 , 
13-14 , PLN/MWh , 178.31 , MWh , 2 131.80 , 
14-15 , PLN/MWh , 173.77 , MWh , 2 386.00 , 
15-16 , PLN/MWh , 170.84 , MWh , 2 584.10 , 
16-17 , PLN/MWh , 163.01 , MWh , 3 240.30 , 
17-18 , PLN/MWh , 174.57 , MWh , 2 289.00 , 
18-19 , PLN/MWh , 180.26 , MWh , 2 151.00 , 
19-20 , PLN/MWh , 182.13 , MWh , 2 027.30 , 
20-21 , PLN/MWh , 194.60 , MWh , 2 479.00 , 
21-22 , PLN/MWh , 182.33 , MWh , 2 529.20 , 
22-23 , PLN/MWh , 159.38 , MWh , 2 464.60 , 
23-24 , PLN/MWh , 151.06 , MWh , 2 372.70 , 
0-1 , PLN/MWh , 142.56 , MWh , 2 398.70 , 
1-2 , PLN/MWh , 138.38 , MWh , 2 021.80 , 
2-3 , PLN/MWh , 137.40 , MWh , 2 256.60 , 
3-4 , PLN/MWh , 137.00 , MWh , 2 305.90 , 
4-5 , PLN/MWh , 136.49 , MWh , 2 446.90 , 
5-6 , PLN/MWh , 136.28 , MWh , 2 397.30 , 
6-7 , PLN/MWh , 136.85 , MWh , 2 146.40 , 
7-8 , PLN/MWh , 143.59 , MWh , 2 870.30 , 
8-9 , PLN/MWh , 163.82 , MWh , 3 610.60 , 
9-10 , PLN/MWh , 347.20 , MWh , 4 272.50 , 
10-11 , PLN/MWh , 384.22 , MWh , 4 318.20 , 
11-12 , PLN/MWh , 516.18 , MWh , 4 438.30 , 
12-13 , PLN/MWh , 424.57 , MWh , 4 284.40 , 
13-14 , PLN/MWh , 386.76 , MWh , 4 405.70 , 
14-15 , PLN/MWh , 170.79 , MWh , 3 803.60 , 
15-16 , PLN/MWh , 159.11 , MWh , 3 973.90 , 
16-17 , PLN/MWh , 152.99 , MWh , 3 750.70 , 
17-18 , PLN/MWh , 157.54 , MWh , 3 501.10 , 
18-19 , PLN/MWh , 164.65 , MWh , 3 525.00 , 
19-20 , PLN/MWh , 171.46 , MWh , 3 352.60 , 
20-21 , PLN/MWh , 176.50 , MWh , 3 755.30 , 
21-22 , PLN/MWh , 163.81 , MWh , 3 580.30 , 
22-23 , PLN/MWh , 154.11 , MWh , 3 345.80 , 
23-24 , PLN/MWh , 142.24 , MWh , 3 455.90 , 
0-1 , PLN/MWh , 138.65 , MWh , 3 143.30 , 
1-2 , PLN/MWh , 131.97 , MWh , 2 746.40 , 
2-3 , PLN/MWh , 130.35 , MWh , 2 593.40 , 
3-4 , PLN/MWh , 130.33 , MWh , 2 782.60 , 
4-5 , PLN/MWh , 129.10 , MWh , 2 712.70 , 
5-6 , PLN/MWh , 125.84 , MWh , 2 511.20 , 
6-7 , PLN/MWh , 128.27 , MWh , 2 374.80 , 
7-8 , PLN/MWh , 130.66 , MWh , 2 762.70 , 
8-9 , PLN/MWh , 138.67 , MWh , 2 705.70 , 
9-10 , PLN/MWh , 141.47 , MWh , 2 626.50 , 
10-11 , PLN/MWh , 149.62 , MWh , 2 678.40 , 
11-12 , PLN/MWh , 149.95 , MWh , 2 630.80 , 
12-13 , PLN/MWh , 145.48 , MWh , 2 292.10 , 
13-14 , PLN/MWh , 141.52 , MWh , 2 354.60 , 
14-15 , PLN/MWh , 137.88 , MWh , 2 236.30 , 
15-16 , PLN/MWh , 136.75 , MWh , 2 319.90 , 
16-17 , PLN/MWh , 136.31 , MWh , 2 244.90 , 
17-18 , PLN/MWh , 135.83 , MWh , 2 330.30 , 
18-19 , PLN/MWh , 141.52 , MWh , 2 711.50 , 
19-20 , PLN/MWh , 155.42 , MWh , 2 685.90 , 
20-21 , PLN/MWh , 164.87 , MWh , 2 929.10 , 
21-22 , PLN/MWh , 162.59 , MWh , 3 001.30 , 
22-23 , PLN/MWh , 153.51 , MWh , 2 961.60 , 
23-24 , PLN/MWh , 141.27 , MWh , 2 826.10 , 
0-1 , PLN/MWh , 136.12 , MWh , 2 931.20 , 
1-2 , PLN/MWh , 134.57 , MWh , 2 336.00 , 
2-3 , PLN/MWh , 134.19 , MWh , 2 398.40 , 
3-4 , PLN/MWh , 134.55 , MWh , 2 158.80 , 
4-5 , PLN/MWh , 134.55 , MWh , 2 162.10 , 
5-6 , PLN/MWh , 137.36 , MWh , 2 310.50 , 
6-7 , PLN/MWh , 151.19 , MWh , 2 900.00 , 
7-8 , PLN/MWh , 177.58 , MWh , 2 037.20 , 
8-9 , PLN/MWh , 197.66 , MWh , 1 873.40 , 
9-10 , PLN/MWh , 206.32 , MWh , 2 438.80 , 
10-11 , PLN/MWh , 215.98 , MWh , 2 571.30 , 
11-12 , PLN/MWh , 251.24 , MWh , 2 755.80 , 
12-13 , PLN/MWh , 239.35 , MWh , 2 882.70 , 
13-14 , PLN/MWh , 224.23 , MWh , 2 792.60 , 
14-15 , PLN/MWh , 199.75 , MWh , 2 511.90 , 
15-16 , PLN/MWh , 194.75 , MWh , 2 444.90 , 
16-17 , PLN/MWh , 183.28 , MWh , 2 679.90 , 
17-18 , PLN/MWh , 194.50 , MWh , 2 293.60 , 
18-19 , PLN/MWh , 192.84 , MWh , 2 022.40 , 
19-20 , PLN/MWh , 201.09 , MWh , 2 235.40 , 
20-21 , PLN/MWh , 212.71 , MWh , 3 148.90 , 
21-22 , PLN/MWh , 192.22 , MWh , 2 679.00 , 
22-23 , PLN/MWh , 159.85 , MWh , 3 674.00 , 
23-24 , PLN/MWh , 145.35 , MWh , 3 540.20 , 
0-1 , PLN/MWh , 137.91 , MWh , 2 862.20 , 
1-2 , PLN/MWh , 135.75 , MWh , 2 629.30 , 
2-3 , PLN/MWh , 134.15 , MWh , 2 938.20 , 
3-4 , PLN/MWh , 133.95 , MWh , 2 930.30 , 
4-5 , PLN/MWh , 135.01 , MWh , 2 896.10 , 
5-6 , PLN/MWh , 136.63 , MWh , 2 708.30 , 
6-7 , PLN/MWh , 154.14 , MWh , 2 750.10 , 
7-8 , PLN/MWh , 181.24 , MWh , 1 716.90 , 
8-9 , PLN/MWh , 194.02 , MWh , 2 179.10 , 
9-10 , PLN/MWh , 212.57 , MWh , 2 346.20 , 
10-11 , PLN/MWh , 215.75 , MWh , 2 585.60 , 
11-12 , PLN/MWh , 227.65 , MWh , 2 639.70 , 
12-13 , PLN/MWh , 223.22 , MWh , 2 885.40 , 
13-14 , PLN/MWh , 226.74 , MWh , 2 839.50 , 
14-15 , PLN/MWh , 192.63 , MWh , 2 455.40 , 
15-16 , PLN/MWh , 189.82 , MWh , 2 583.60 , 
16-17 , PLN/MWh , 178.87 , MWh , 2 709.90 , 
17-18 , PLN/MWh , 182.01 , MWh , 1 847.20 , 
18-19 , PLN/MWh , 186.23 , MWh , 2 054.10 , 
19-20 , PLN/MWh , 187.54 , MWh , 2 114.80 , 
20-21 , PLN/MWh , 193.14 , MWh , 2 712.40 , 
21-22 , PLN/MWh , 176.50 , MWh , 2 362.90 , 
22-23 , PLN/MWh , 152.99 , MWh , 3 013.80 , 
23-24 , PLN/MWh , 138.92 , MWh , 2 469.40 , 
0-1 , PLN/MWh , 138.81 , MWh , 1 879.60 , 
1-2 , PLN/MWh , 134.69 , MWh , 1 850.20 , 
2-3 , PLN/MWh , 132.33 , MWh , 1 789.20 , 
3-4 , PLN/MWh , 132.26 , MWh , 1 837.20 , 
4-5 , PLN/MWh , 133.36 , MWh , 1 826.00 , 
5-6 , PLN/MWh , 135.20 , MWh , 1 970.90 , 
6-7 , PLN/MWh , 146.03 , MWh , 2 587.80 , 
7-8 , PLN/MWh , 172.11 , MWh , 1 859.10 , 
8-9 , PLN/MWh , 185.68 , MWh , 1 510.80 , 
9-10 , PLN/MWh , 193.33 , MWh , 1 837.90 , 
10-11 , PLN/MWh , 193.99 , MWh , 1 878.40 , 
11-12 , PLN/MWh , 201.76 , MWh , 2 078.90 , 
12-13 , PLN/MWh , 206.05 , MWh , 2 092.20 , 
13-14 , PLN/MWh , 207.05 , MWh , 2 367.20 , 
14-15 , PLN/MWh , 195.66 , MWh , 2 484.70 , 
15-16 , PLN/MWh , 193.05 , MWh , 2 364.30 , 
16-17 , PLN/MWh , 181.34 , MWh , 2 347.80 , 
17-18 , PLN/MWh , 181.15 , MWh , 2 048.20 , 
18-19 , PLN/MWh , 180.11 , MWh , 2 060.50 , 
19-20 , PLN/MWh , 179.20 , MWh , 1 980.10 , 
20-21 , PLN/MWh , 178.95 , MWh , 2 541.60 , 
21-22 , PLN/MWh , 166.79 , MWh , 2 851.40 , 
22-23 , PLN/MWh , 144.07 , MWh , 2 710.00 , 
23-24 , PLN/MWh , 137.65 , MWh , 2 220.00 , 
0-1 , PLN/MWh , 131.56 , MWh , 1 977.70 , 
1-2 , PLN/MWh , 127.79 , MWh , 2 251.90 , 
2-3 , PLN/MWh , 124.12 , MWh , 2 648.90 , 
3-4 , PLN/MWh , 124.90 , MWh , 2 395.50 , 
4-5 , PLN/MWh , 125.42 , MWh , 2 435.50 , 
5-6 , PLN/MWh , 130.49 , MWh , 2 312.80 , 
6-7 , PLN/MWh , 141.55 , MWh , 2 442.90 , 
7-8 , PLN/MWh , 168.72 , MWh , 2 294.40 , 
8-9 , PLN/MWh , 184.65 , MWh , 1 721.30 , 
9-10 , PLN/MWh , 191.34 , MWh , 1 892.00 , 
10-11 , PLN/MWh , 191.52 , MWh , 1 862.90 , 
11-12 , PLN/MWh , 195.06 , MWh , 1 930.80 , 
12-13 , PLN/MWh , 197.36 , MWh , 2 059.60 , 
13-14 , PLN/MWh , 193.84 , MWh , 1 992.00 , 
14-15 , PLN/MWh , 183.74 , MWh , 1 839.30 , 
15-16 , PLN/MWh , 183.29 , MWh , 2 033.30 , 
16-17 , PLN/MWh , 179.70 , MWh , 2 029.70 , 
17-18 , PLN/MWh , 183.30 , MWh , 1 996.60 , 
18-19 , PLN/MWh , 184.21 , MWh , 2 032.40 , 
19-20 , PLN/MWh , 183.51 , MWh , 2 289.80 , 
20-21 , PLN/MWh , 188.42 , MWh , 2 700.40 , 
21-22 , PLN/MWh , 176.10 , MWh , 2 441.00 , 
22-23 , PLN/MWh , 152.62 , MWh , 3 020.80 , 
23-24 , PLN/MWh , 139.38 , MWh , 2 641.60 , 
0-1 , PLN/MWh , 135.93 , MWh , 1 901.50 , 
1-2 , PLN/MWh , 132.40 , MWh , 2 103.70 , 
2-3 , PLN/MWh , 131.47 , MWh , 2 029.60 , 
3-4 , PLN/MWh , 130.60 , MWh , 1 949.30 , 
4-5 , PLN/MWh , 131.76 , MWh , 2 092.80 , 
5-6 , PLN/MWh , 134.98 , MWh , 2 016.60 , 
6-7 , PLN/MWh , 145.91 , MWh , 2 575.00 , 
7-8 , PLN/MWh , 172.86 , MWh , 2 090.90 , 
8-9 , PLN/MWh , 187.47 , MWh , 1 547.00 , 
9-10 , PLN/MWh , 192.83 , MWh , 1 693.90 , 
10-11 , PLN/MWh , 195.22 , MWh , 1 841.90 , 
11-12 , PLN/MWh , 200.79 , MWh , 1 882.10 , 
12-13 , PLN/MWh , 201.29 , MWh , 1 915.50 , 
13-14 , PLN/MWh , 194.13 , MWh , 1 939.90 , 
14-15 , PLN/MWh , 186.61 , MWh , 2 164.10 , 
15-16 , PLN/MWh , 183.71 , MWh , 2 167.30 , 
16-17 , PLN/MWh , 181.44 , MWh , 1 859.20 , 
17-18 , PLN/MWh , 183.13 , MWh , 1 954.10 , 
18-19 , PLN/MWh , 183.22 , MWh , 2 045.80 , 
19-20 , PLN/MWh , 181.99 , MWh , 1 529.60 , 
20-21 , PLN/MWh , 185.44 , MWh , 1 814.50 , 
21-22 , PLN/MWh , 172.80 , MWh , 1 675.80 , 
22-23 , PLN/MWh , 152.95 , MWh , 3 059.00 , 
23-24 , PLN/MWh , 141.71 , MWh , 3 142.50 , 
0-1 , PLN/MWh , 137.71 , MWh , 2 111.30 , 
1-2 , PLN/MWh , 134.54 , MWh , 2 026.00 , 
2-3 , PLN/MWh , 132.38 , MWh , 2 313.30 , 
3-4 , PLN/MWh , 131.86 , MWh , 2 302.40 , 
4-5 , PLN/MWh , 131.75 , MWh , 2 538.80 , 
5-6 , PLN/MWh , 131.81 , MWh , 2 108.40 , 
6-7 , PLN/MWh , 133.36 , MWh , 1 917.30 , 
7-8 , PLN/MWh , 140.10 , MWh , 1 680.50 , 
8-9 , PLN/MWh , 151.12 , MWh , 2 188.00 , 
9-10 , PLN/MWh , 160.53 , MWh , 2 480.40 , 
10-11 , PLN/MWh , 163.09 , MWh , 2 561.20 , 
11-12 , PLN/MWh , 165.51 , MWh , 2 772.60 , 
12-13 , PLN/MWh , 160.99 , MWh , 2 744.80 , 
13-14 , PLN/MWh , 154.06 , MWh , 2 653.60 , 
14-15 , PLN/MWh , 148.42 , MWh , 2 389.10 , 
15-16 , PLN/MWh , 144.78 , MWh , 2 127.40 , 
16-17 , PLN/MWh , 142.26 , MWh , 2 050.60 , 
17-18 , PLN/MWh , 148.02 , MWh , 2 274.40 , 
18-19 , PLN/MWh , 157.02 , MWh , 2 723.00 , 
19-20 , PLN/MWh , 166.89 , MWh , 2 981.00 , 
20-21 , PLN/MWh , 169.82 , MWh , 2 955.10 , 
21-22 , PLN/MWh , 157.58 , MWh , 2 778.50 , 
22-23 , PLN/MWh , 144.80 , MWh , 2 523.90 , 
23-24 , PLN/MWh , 137.33 , MWh , 2 698.30 , 
0-1 , PLN/MWh , 133.49 , MWh , 2 285.70 , 
1-2 , PLN/MWh , 130.75 , MWh , 2 253.20 , 
2-3 , PLN/MWh , 129.08 , MWh , 2 375.20 , 
3-4 , PLN/MWh , 128.37 , MWh , 2 317.60 , 
4-5 , PLN/MWh , 128.23 , MWh , 2 231.90 , 
5-6 , PLN/MWh , 127.32 , MWh , 2 147.10 , 
6-7 , PLN/MWh , 127.90 , MWh , 1 930.10 , 
7-8 , PLN/MWh , 130.20 , MWh , 2 148.30 , 
8-9 , PLN/MWh , 135.04 , MWh , 1 688.40 , 
9-10 , PLN/MWh , 138.23 , MWh , 2 015.10 , 
10-11 , PLN/MWh , 142.74 , MWh , 1 947.10 , 
11-12 , PLN/MWh , 143.88 , MWh , 1 950.30 , 
12-13 , PLN/MWh , 143.14 , MWh , 2 037.40 , 
13-14 , PLN/MWh , 139.92 , MWh , 2 010.10 , 
14-15 , PLN/MWh , 135.14 , MWh , 1 722.90 , 
15-16 , PLN/MWh , 134.98 , MWh , 1 860.90 , 
16-17 , PLN/MWh , 134.51 , MWh , 1 985.50 , 
17-18 , PLN/MWh , 135.77 , MWh , 1 797.10 , 
18-19 , PLN/MWh , 146.58 , MWh , 2 146.20 , 
19-20 , PLN/MWh , 156.05 , MWh , 2 775.10 , 
20-21 , PLN/MWh , 169.31 , MWh , 3 192.60 , 
21-22 , PLN/MWh , 157.62 , MWh , 3 030.00 , 
22-23 , PLN/MWh , 141.79 , MWh , 2 690.20 , 
23-24 , PLN/MWh , 134.92 , MWh , 2 422.00 , 
0-1 , PLN/MWh , 129.65 , MWh , 2 505.80 , 
1-2 , PLN/MWh , 125.38 , MWh , 2 258.60 , 
2-3 , PLN/MWh , 123.16 , MWh , 2 649.00 , 
3-4 , PLN/MWh , 122.63 , MWh , 2 497.20 , 
4-5 , PLN/MWh , 123.70 , MWh , 2 356.70 , 
5-6 , PLN/MWh , 129.29 , MWh , 2 367.60 , 
6-7 , PLN/MWh , 138.48 , MWh , 2 156.90 , 
7-8 , PLN/MWh , 167.04 , MWh , 2 565.50 , 
8-9 , PLN/MWh , 187.63 , MWh , 1 852.00 , 
9-10 , PLN/MWh , 189.57 , MWh , 1 854.60 , 
10-11 , PLN/MWh , 185.57 , MWh , 2 021.40 , 
11-12 , PLN/MWh , 186.18 , MWh , 2 142.60 , 
12-13 , PLN/MWh , 185.26 , MWh , 2 163.30 , 
13-14 , PLN/MWh , 180.15 , MWh , 1 859.00 , 
14-15 , PLN/MWh , 168.01 , MWh , 2 056.60 , 
